coin,network,current,change_1d,pct_1d,change_7d,pct_7d,change_30d,pct_30d
USDT,Manta,2041592.967203296,0.0,0.0,-76.99513701209798,-0.003771184296792056,412.79729385697283,0.02022346189436513
USDT,Movement,412342.30964385264,-10729.622868509905,-2.536122593808885,-8730.04916093481,-2.0732895376260334,-509999.6336710339,-55.29398693917149
USDT,Shiden,9858.450489473917,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Starknet,3596738.716958611,-123.56223884923384,-0.0034352785638710444,4396.624464628752,0.12238880238647867,-86521.34528197628,-2.349042528084317
USDT,Tron,92277706767.20966,0.0,0.0,349048919.1848297,0.3796954370440962,2407880052.0722046,2.6792975352055812
USDT,CORE,2019521.6973975175,-40.17064583511092,-0.0019890772583278245,-62320.03804466897,-2.993505076956875,-118795.82514532655,-5.555574599793625
USDT,ApeChain,37046.26264110227,0.0,0.0,0.0,0.0,-584.6296989783878,-1.553589783880035
USDT,Peaq,695054.9423889313,-2451.3549542186083,-0.35144556594771836,-112073.65276654752,-13.88547666867862,26383.03383216518,3.945587289453991
USDT,Monad,55548992.17955933,192462.97813990712,0.3476789114426128,-471013.2305585742,-0.8407946895226529,-12186938.333639108,-17.991837184940522
USDT,Aptos,631958454.4623014,309.0448077917099,4.890273351687621e-05,-99992785.78737009,-13.661126628224874,-314980487.89175785,-33.26301980027632
USDT,Tezos,27276187.244886216,0.0,0.0,-14999072.66344959,-35.479551624216235,-14999072.66344959,-35.479551624216235
USDT,PulseChain,4467191.549452858,-1902.8955277381465,-0.04257899561454465,-40396.93648563232,-0.8961984132236416,98574.68553692661,2.256427803297139
USDT,Kusama,239733.85848748035,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Immutable zkEVM,25572.586859732382,0.0,0.0,0.0,0.0,-27337.327107312394,-51.66768391333918
USDT,Hedera,87535.07754297646,-1090.812246653324,-1.2308054105212056,-3432.866089294461,-3.773709674224899,-4122.697052795193,-4.49792401242238
USDT,Algorand,841297.1472098456,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Polygon,776651474.4271202,-1004298.4016735554,-0.12914433824882807,12468060.045327306,1.6315533431739926,-53010275.09019494,-6.389384001496456
USDT,MANTRA,48180.196161482854,0.0,0.0,0.0,0.0,84.93696340901806,0.17660152960028064
USDT,Unichain,5585390.970854139,-31655.299958551303,-0.5635577567348635,-38577.308846721426,-0.6859446378096101,-257869.29535618704,-4.4131064441432
USDT,Wanchain,157280.16234810735,0.0,0.0,57930.41620975621,58.309576482545054,-67241.70629570328,-29.94884493963387
USDT,Metis,1704608.6039650615,0.0,0.0,-943.8795638738666,-0.055341572481012034,-10317.688423155341,-0.6016403427337315
USDT,Kava,50095252.98405887,2031.9204415604472,0.004056278271624721,-10006136.985784866,-16.648761352783207,-9973200.837577276,-16.60305901528801
USDT,Ink,62701687.65698966,713083.6359485015,1.150346337379134,880418.1651450768,1.4241347231816728,1495515.316044107,2.443406046882695
USDT,Kaia,188532735.2111384,0.0,0.0,65993.04821252823,0.035015752623069434,10017750.776473582,5.61171422567051
USDT,Reinetwork,2140.874003094364,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Morph,7221076.244664312,1607.5772219458595,0.02226725117868507,-8563.361351882108,-0.11844797000331866,145001.39634097368,2.0491783856035872
USDT,IoTeX,1143553.7537118993,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Osmosis,640597.1051312181,-4109.621808623429,-0.6374405038598122,2521.5997975771315,0.3951883086718117,-55103.01221667277,-7.920512134845311
USDT,Ethereum,73410668234.94203,-14425781.836288452,-0.01964693682651877,-100933358.43940735,-0.13730262469005275,-1546739539.8418274,-2.0634912355682613
USDT,XDC,40178.84983991378,0.0,0.0,0.0,0.0,6.376545259467093,0.01587292177082761
USDT,Cardano,107769.92059167165,0.0,0.0,0.0,0.0,47258.13616549227,78.09740964281804
USDT,Linea,7338079.349027301,0.0,0.0,26571.589718036354,0.36342148012090236,-183945.9598510107,-2.445431280773513
USDT,EthereumClassic,10681.636872289748,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Waves,215556.1877283008,388.67949212971143,0.18064042071960557,4269.109044461424,2.0205253776306544,786.4965681325994,0.3662046371087138
USDT,Soneium,663248.5926096372,4398.8421705593355,0.667654828377458,1737.688723145402,0.2626848193939326,-16621.615308183944,-2.4448218372576593
USDT,Vana,329.87088646211396,0.0,0.0,0.0,0.0,0.1911509269696694,0.05798079359029711
USDT,Somnia,23334.126694148297,0.0,0.0,-58.231166138488334,-0.2489324354829036,-439.70429941947805,-1.8495306858135065
USDT,Mode,270010.4104203089,-356.78975127538433,-0.13196488000354828,-868.6892298707971,-0.32069260086608564,-33628.805319595034,-11.07525101382205
USDT,KCC,8730595.40277033,0.0,0.0,0.0,0.0,-9520.990143673494,-0.1089343632928342
USDT,Vaulta,1716172.118227262,0.0,0.0,0.0,0.0,0.0,0.0
