coin,network,current,change_1d,pct_1d,change_7d,pct_7d,change_30d,pct_30d
USDT,Manta,2018096.1432493064,0.0,0.0,-22.637350300559774,-0.0011217055466791676,-19319.76989379176,-0.9482486992058177
USDT,Movement,283019.10789460654,0.0,0.0,999.8950208371389,0.3545485467632617,-553383.4287276433,-66.162332668483
USDT,Shiden,9858.038148754611,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Starknet,3560774.396906621,-19804.44553560624,-0.5531073719381668,-45514.26326209633,-1.262080425363592,-82077.50187992305,-2.2531111382064024
USDT,Tron,92397285304.1083,-117985965.63169861,-0.12753134051533563,-238177245.72698975,-0.2571123834987676,925072044.5082703,1.011314815224703
USDT,CORE,2047621.8447294566,-515.2277291456703,-0.02515592027867482,-9179.915903934278,-0.4463199166606765,-68005.10049094306,-3.214418338005167
USDT,ApeChain,37004.57328401853,0.0,0.0,-40.13985570913064,-0.10835515329199209,-231.90856887653354,-0.6227993551933885
USDT,Peaq,767942.5313668418,-90046.84204842744,-10.495099920642552,-19187.716130140703,-2.437679938124124,93708.63008162577,13.898534307307834
USDT,Monad,50647235.86587712,-344910.3618644327,-0.6763989896090883,-613443.830842942,-1.1967141958950525,-8236436.324940503,-13.987640407768081
USDT,Aptos,571619925.518478,19693186.406128168,3.5680797849729537,19686833.03593862,3.5668875999786915,-405274212.14316976,-41.485990806870674
USDT,Tezos,27275046.387843776,0.0,0.0,0.0,0.0,-14998445.310457598,-35.47955162421623
USDT,PulseChain,4351302.791312532,-8962.03063874878,-0.20553867722965835,-30348.839115777984,-0.6926346883677598,-266506.4871097123,-5.771275317822761
USDT,Kusama,239723.83135068478,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Immutable zkEVM,25564.040542663377,0.0,0.0,-7.476715018310642,-0.029238448946804815,-4198.942408261279,-14.107935401450844
USDT,Hedera,84809.74206952116,-52.36628805374494,-0.06170750299190587,-411.70824867495685,-0.4831040156412953,-8317.46164916575,-8.93129109115167
USDT,Algorand,841261.9590155955,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Polygon,736845053.934835,-1411561.7308962345,-0.19120204288631304,-4323649.083527446,-0.5833555931220058,-69175230.0701878,-8.58231876330258
USDT,MANTRA,48208.174599847785,0.0,0.0,0.0,0.0,114.8022108946825,0.23870692611494262
USDT,Unichain,6841441.820874048,-1597.879851299338,-0.023350439587979683,-89196.30727622937,-1.2869854929222084,1161598.6910659522,20.451246003077532
USDT,Metis,1700353.9990896885,0.0,0.0,0.0,0.0,-7049.925521017984,-0.41290320464885827
USDT,Wanchain,237392.44777507684,-14270.814682531578,-5.670599094667397,32937.84065002864,16.11009950481734,87251.51328751014,58.11307461572748
USDT,Kava,50125860.66023724,1151.3277138918638,0.00229692646445897,3169.9226862341166,0.006324326646452898,-9948062.324839734,-16.559701498620196
USDT,Ink,58607286.13560959,-3352949.967771806,-5.411454472473876,-1023434.8929756284,-1.716287972578805,-2314949.0621235445,-3.799842626604222
USDT,Kaia,193865932.34661224,0.0,0.0,341574.4973074496,0.17650206987041378,-34590047.773549676,-15.140793318413555
USDT,Reinetwork,2140.7844586444203,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Morph,7245544.34155679,-27180.511651063338,-0.3737321595368008,17564.496389281936,0.24300699179488205,24916.310063006356,0.34507123139885293
