coin,network,current,change_1d,pct_1d,change_7d,pct_7d,change_30d,pct_30d
USDT,Manta,2017708.3734674773,-22.633000616682693,-0.0011217055466823736,-251.5449694385752,-0.012465310492064605,-19316.05767077324,-0.9482486992058212
USDT,Movement,282964.72680969693,999.7028946714127,0.3545485467632639,-0.000570830365177244,-2.0173198633679832e-07,-553277.089399399,-66.16233231525655
USDT,Shiden,9856.143962833394,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Starknet,3579890.8473329754,0.0,0.0,-25704.877679186407,-0.7129162457363326,-62231.649424430914,-1.7086643702905642
USDT,Tron,92497494799.24025,1.52587890625e-05,1.6496434952771646e-14,-115722128.12109375,-0.12495206619575397,1042857590.3639374,1.1403003961211065
USDT,CORE,2047743.5304222626,0.0,0.0,-8633.032199853798,-0.41981767137268333,-69637.29054808966,-3.288841093600551
USDT,ApeChain,36997.46299080627,0.0,0.0,-40.13214298288949,-0.10835515329200517,-231.86400849448546,-0.6227993551933946
USDT,Peaq,923461.1998821701,92132.87719111715,11.082610164522995,128376.60550906428,16.146282599059084,249750.89306439436,37.07096218314894
USDT,Monad,50635999.98327573,-3222787.485386111,-5.983772819358987,878643.9434991255,1.765857379553543,-15309015.793480769,-23.21481860783284
USDT,Aptos,551820687.307905,-7579.659158587456,-0.0013735539863237662,-6485.18000793457,-0.0011752194040565518,-424886302.13667667,-43.5019209167628
USDT,Tezos,27269805.58758628,0.0,0.0,0.0,0.0,-14995563.41412909,-35.479551624216235
USDT,PulseChain,4353776.900976275,4009.0360930254683,0.09216666768338161,-37198.33693934884,-0.847154331870173,-265267.4418869801,-5.742907454370658
USDT,Kusama,239677.76929457657,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Immutable zkEVM,25559.128505911776,0.0,0.0,-7.475278394907946,-0.029238448946810946,-4198.135596857865,-14.107935401450852
USDT,Hedera,84833.83955158248,-184.86818435387977,-0.21744412409568803,-371.2357770931558,-0.4356967887900182,-9275.173010697486,-9.85577550774886
USDT,Algorand,841100.313611634,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Polygon,738524978.6817816,-387940.43127036095,-0.05250150880242046,-114192.79060447216,-0.015459888266803251,-66834785.04092121,-8.29874896307005
USDT,MANTRA,48198.91157568043,0.0,0.0,0.0,0.0,114.78015207037242,0.2387069261149502
