coin,network,current,change_1d,pct_1d,change_7d,pct_7d,change_30d,pct_30d
USDT,Manta,2042326.1928892927,0.0,0.0,0.0,0.0,-512834.36809229944,-20.070533958746164
USDT,ThunderCore,272318.492451255,0.0,0.0,0.0,0.0,-4214.7870052949875,-1.5241518176683801
USDT,Movement,423207.91566911835,0.0,0.0,-339567.98870234535,-44.517398459532274,-500130.66638107883,-54.16546823707723
USDT,Shiden,9861.619178094592,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Starknet,3598018.381283909,10077.05619773455,0.2808590019930864,-46066.464860566426,-1.2641435862643482,-114283.82843664428,-3.0785162947508815
USDT,Tron,92242344802.61984,500129141.2753296,0.5451461332932016,344614835.23731995,0.37499820219676255,2599238703.702362,2.899541098937613
USDT,CORE,2073603.1526235312,-1445.795645546401,-0.06967525497422244,-41338.20577517222,-1.9545792894452085,-65401.664784597,-3.0575744501522633
USDT,ApeChain,37058.16999621804,0.0,0.0,-105.71117207365023,-0.28444599635584683,-474.78920311480033,-1.2649927243766057
USDT,Peaq,695024.5578337398,15086.438511362881,2.2187958113597093,-113697.14572132495,-14.058871577394665,36435.73375620134,5.532394784748368
USDT,Monad,52998742.77475306,-2870937.688660741,-5.138632733975937,-1090864.2590043172,-2.0167723872046395,-37451834.185762025,-41.405854384003646
USDT,Aptos,632160876.5671064,-100026648.06478679,-13.661342852717292,-100025740.26095784,-13.661235805467664,-255067604.63711584,-28.74880710444691
USDT,Tezos,27284954.316773485,-15003873.638105053,-35.47952110215476,-15003893.643269908,-35.479551624216235,-15003893.643269908,-35.479551624216235
USDT,PulseChain,4474005.393037328,207.75515636894852,0.004643821048360002,6166.0431855535135,0.1380095098038402,141911.4549901206,3.275816660939964
USDT,Kusama,239810.91339080327,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Immutable zkEVM,25580.806362895702,0.0,0.0,-4192.988284391282,-14.08281454904624,-27346.113830684095,-51.66768391333918
USDT,Hedera,88654.3757924528,1000.0313589644938,1.140880540979133,-2550.48305817823,-2.796433315417146,-11951.083885459782,-11.879160359408985
USDT,Algorand,841567.5556984633,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Polygon,776819354.1337216,18147338.356445312,2.3919873119154085,-10057206.73242426,-1.2781174624586475,-65840691.07611096,-7.813434545803798
USDT,MANTRA,48195.68216909448,0.0,0.0,100.01536955487973,0.207950894977169,84.96426372256246,0.17660152960027972
USDT,Unichain,5617307.668656115,5013.871397601441,0.089337293782635,-37129.259067701176,-0.6566393708568166,-278862.70694851596,-4.729556460958263
USDT,Metis,1706100.6796934637,0.0,0.0,0.0,0.0,-2546.8882440840825,-0.14905872292659786
USDT,Wanchain,107317.80297897296,1024.33953574911,0.963690054465349,-142903.49593415234,-57.110844102750505,-110747.92000841559,-50.7864869779743
USDT,Kava,50109321.95287234,-10010294.241201125,-16.65062898752825,-10005744.032027923,-16.644320135223957,-9976473.277895562,-16.603713472676063
USDT,Ink,62040993.603113465,63501.95525343716,0.10245970523337528,909610.9718545154,1.4879607375171562,4295549.897396781,7.438768536073313
USDT,Kaia,188593353.0140225,-22908.738396406174,-0.012145685734391553,66020.7141392529,0.03501917378973796,10020990.556269556,5.6117253635149416
USDT,Reinetwork,2141.5621196598577,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Morph,7221789.138416815,-2251.509546432644,-0.03116690030069857,-30119.746927817352,-0.4153354296644059,138409.0336174406,1.9539969840621851
USDT,Osmosis,644950.975389111,5298.154256575741,0.828285920352092,-3546.955706369481,-0.5469494251705256,-52141.10447492427,-7.479801590213758
USDT,IoTeX,1143921.313073321,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Ethereum,73429909069.76743,-324877175.89308167,-0.4404828383760605,-93548287.90258789,-0.12723597510860102,-1456554531.2967987,-1.9450171115786261
USDT,Linea,7288600.894416936,-24915.43256343715,-0.3406765152286781,7288600.894416936,,-241524.14670230076,-3.207438726228667
USDT,Cardano,107804.5598406484,0.0,0.0,0.0,0.0,47273.3258059395,78.09740964281802
USDT,XDC,40191.764066588206,0.0,0.0,0.0,0.0,6.550317133813223,0.016300316764900024
USDT,EthereumClassic,10685.070148263854,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Waves,214063.3915659984,3153.222043839254,1.495054530079434,900.7767838283617,0.42257728201958,21523.659202404524,11.178814335193445
USDT,Soneium,659061.5169544324,-1807.3445847575786,-0.2734800638886512,-3707.70925805741,-0.5594268881863693,-19938.484466540744,-2.936448368897585
USDT,Vana,329.9769130760672,0.0,0.0,0.0,0.0,0.1912123664187675,0.057980793590294455
USDT,Somnia,23341.626714745664,0.0,0.0,-58.249882714048,-0.24893243548289312,-439.8456285270804,-1.8495306858135008
USDT,Mode,270966.1652109955,0.0,0.0,-203.70640207722317,-0.07512132556078652,-32770.64579793508,-10.789158445787313
