coin,network,current,change_1d,pct_1d,change_7d,pct_7d,change_30d,pct_30d
USDT,Manta,2018384.8797781335,-23125.948859654367,-1.1327860002136416,-23202.940898953006,-1.1365144650626795,-22713.168173700105,-1.1127916268643698
USDT,Movement,280242.9755293064,-134941.51985679602,-32.50157974500147,-140812.4424454121,-33.44273376714201,-651374.5725794337,-69.91866715067545
USDT,Shiden,9858.05385851253,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Starknet,3606764.200961056,171.7689997004345,0.004762639609017929,19564.120958912186,0.5453869458795422,-61905.03172627464,-1.6873974675805998
USDT,Tron,92279411782.23758,1162979.7520599365,0.0012602967298926588,504254475.89193726,0.5494455043086823,2413200762.6708984,2.6853260366629557
USDT,CORE,2015348.2729404124,-3337.8102383671794,-0.1653456803502209,-65599.298102353,-3.152376302757167,-122883.2195578909,-5.7469558365878575
USDT,ApeChain,37044.77217413865,0.0,0.0,0.0,0.0,-544.3479383713711,-1.4481529143061982
USDT,Peaq,717185.3277968776,24869.043389918632,3.5921505748231186,27992.172170580132,4.061585920008524,39997.256543821655,5.9063734642891
USDT,Monad,49781245.462715834,-5062305.8560732305,-9.230448675082272,-4136099.6230678856,-7.671185620299474,-15706204.792610198,-23.983533839497483
USDT,Aptos,631931182.9497323,-1929.7590938806534,-0.0003053739478231492,-99991166.13339734,-13.661444586116966,-314968844.0751879,-33.263157153431855
USDT,Tezos,27275089.8533254,0.0,0.0,-14998469.211962286,-35.479551624216235,-14998469.211962286,-35.479551624216235
USDT,PulseChain,4473020.825205401,15520.97966125235,0.34819921927238184,-7258.956133915111,-0.16202015249469867,79269.00676740054,1.8041302750591193
USDT,Kusama,239724.21337429853,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Immutable zkEVM,25571.558008421303,0.0,0.0,0.0,0.0,-27294.231598137496,-51.62928956754149
USDT,Hedera,87531.55578040353,0.0,0.0,-91.09854773619736,-0.10396688896805235,-3123.1334901746595,-3.4450876345215895
USDT,Algorand,841263.2996496571,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Polygon,771576317.5305978,-5621810.081326842,-0.723343235347314,10161626.74580741,1.3345719315362587,-55779180.61069691,-6.741863773916809
USDT,MANTRA,48208.25142433774,29.993676761172537,0.06225562766989278,29.993676761172537,0.06225562766989278,114.92722293646511,0.23896710166089233
USDT,Unichain,7073958.863610862,-7664.302329569124,-0.10822804532202632,1455877.3701784397,25.914137626525545,1231014.2688783398,21.068388531154522
USDT,Metis,1704540.023152073,0.0,0.0,-943.8415891577024,-0.055341572481010216,-10317.27331586415,-0.6016403427337345
USDT,Wanchain,157273.83456038195,0.0,0.0,51018.79991468265,48.01541883149501,-67239.000987943,-29.948844939633858
USDT,Kava,50104297.45953056,5187.378672614694,0.010354233167500327,-9993602.47081513,-16.62887136222373,-9962927.490161352,-16.586295602145096
USDT,Ink,61623814.47820062,-997121.9469193444,-1.592314014836986,-899297.6782126129,-1.4383443932906792,-248504.16338288784,-0.40164029543232876
USDT,Kaia,188525150.0515741,0.0,0.0,96600.38066336513,0.05126631862956918,10016694.903950214,5.611327987610757
USDT,Reinetwork,2140.7878701959985,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Morph,7218198.158610983,-1049.8794462224469,-0.014542781196710111,-11149.408187096938,-0.1542242655243518,142515.89455655962,2.0141647015520006
USDT,Osmosis,628350.0720483848,-6016.045034474693,-0.9483553538671882,-11283.664200505358,-1.764082092773595,-64376.66459428193,-9.293226490186667
USDT,IoTeX,1143507.7455866656,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Ethereum,73448600084.39728,20126648.092788696,0.027409868612136616,-272426807.4794464,-0.3695374562253486,-1504014275.4927063,-2.006620167071266
USDT,XDC,40177.233340864936,0.0,0.0,0.0,0.0,6.634462020374485,0.016515715985176555
USDT,Cardano,107765.58472902687,0.0,0.0,0.0,0.0,47256.234848444474,78.09740964281806
USDT,Linea,7339300.628317036,1515.149046011269,0.02064858737409958,29628.268726051785,0.40532964089938567,-183895.19508398045,-2.4443760258369402
USDT,EthereumClassic,10681.20712241107,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Waves,228456.9176413522,12309.464327443507,5.694938403723222,15839.273941762425,7.449651715707066,10436.295093438326,4.786838497878689
USDT,Soneium,663221.9084033103,0.0,0.0,1401.4051057276083,0.21175002870793153,-10930.938794050016,-1.6214333054429642
USDT,Vana,329.85761490316355,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Somnia,23333.187901879304,0.0,0.0,-71.47745348712124,-0.30539831440372317,-400.0130070866908,-1.6854574678781435
USDT,Mode,269533.24883371714,-466.2983694174909,-0.17270338941223132,-1334.952649673738,-0.4928421432870166,-34093.75071519596,-11.228827069347497
USDT,KCC,8730244.1483362,0.0,0.0,0.0,0.0,-9520.607089616358,-0.10893436329285386
USDT,Vaulta,1716103.0721841864,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Berachain,43659607.169742286,1032111.9778513759,2.421235339316198,931092.934763886,2.179090360229926,5818437.916456357,15.37594643947508
USDT,EDU Chain,918181.1227080381,0.0,0.0,0.0,0.0,-281936.51510137564,-23.49240659573982
USDT,Bittorrent,332238.97323646204,-5.820766091346741e-11,-1.751981724071838e-14,-5.820766091346741e-11,-1.751981724071838e-14,0.0,0.0
USDT,Theta,408.9376063150751,0.0,0.0,0.0,0.0,0.0,0.0
USDT,MultiversX,512014.39201498654,-22553.71184200415,-4.219053041001823,-35565.8853960642,-6.495099780477675,-140626.9264639782,-21.547352654858113
USDT,Katana,2893608.9623293825,78703.32315606112,2.795948896502784,-267094.4335114928,-8.450474469162735,-2634162.3067290247,-47.6532435680488
USDT,OP Mainnet,239447507.147967,1613310.6341683865,0.6783341747387389,12364784.944737703,5.445057565265468,42273707.446793586,21.43981984972723
USDT,IOTA EVM,343776.840075097,0.0,0.0,0.0,0.0,-1403.6166740593617,-0.40663271822465147
USDT,Statemine,239724.21337429853,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Harmony,115218.90503865115,0.0,0.0,0.0,0.0,0.0,0.0
USDT,BSC,9183035673.333113,22553.7118434906,0.00024560252228432813,35635.72767829895,0.0003880619354499246,152145.7910270691,0.0016568411280698538
USDT,Flow,1098.1433059123708,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Astar,228475.59447223472,24046.47078798167,11.762742193779674,43320.067573053355,23.396583563309708,228475.59447223472,
USDT,Oasis Emerald,328050.6857108951,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Citrea,7570.444778104202,0.0,0.0,0.0,0.0,-19291.135641616704,-71.81683035840204
USDT,Data Network,3249.6782918950603,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Avalanche,341952341.1453083,1.1920928955078125e-07,3.4861375462882066e-14,-299968.98428046703,-0.08764556889824593,-40596704.250752985,-10.612156725870884
USDT,Telos,203165.05208373247,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Arbitrum,819490055.9937258,-21054993.70181799,-2.5049215041411976,-22712759.496181965,-2.696827780487767,-25564708.975803733,-3.02521328031628
USDT,Stacks,389702.2787123103,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Redbelly,672257.9196280892,0.0,0.0,-9051.374120310415,-1.3285264421555054,-12874.898781544645,-1.8791829022919284
USDT,Viction,17855.11563494595,0.0,0.0,-118.12418838168014,-0.6572225683449998,-152957.54671509736,-89.54696016718258
USDT,GOAT,28616.74774870075,-7.999172914147493,-0.02794495593638671,-3.002690532546694,-0.010491672661234897,28.56404557991482,0.0999155660833277
USDT,Zircuit,122671.28484318184,-106.8732166918926,-0.08704578923539073,-106.8732166918926,-0.08704578923539073,-1617.8298611824866,-1.301666573964001
USDT,Sui,7085814.22194024,-124165.87950444221,-1.722139003955958,-564159.6345928833,-7.374660948822559,-1178566.9339930583,-14.260800799911348
USDT,Arbitrum Nova,18.84157784828359,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Plasma,692353367.8134675,32265383.875888467,4.888042906555868,73574240.31692195,11.890226584498471,-8089438.465009451,-1.1549034971162673
USDT,Rootstock,3042036.1311373413,-3329.7434414448217,-0.10933804273699523,174741.88321466837,6.094312899391724,231778.05827229703,8.247572011633808
USDT,Abstract,845771.0096905717,0.0,0.0,-34976.034588201204,-3.9711781964414556,-372084.0195100537,-30.55240653350029
USDT,TON,605725414.6699852,0.0,0.0,0.0,0.0,-64993299.92539561,-9.690097877260456
USDT,ZKsync Era,2393967.1529482785,-5305.794519835617,-0.22114176402625113,104301.24892715039,4.555304280156147,-16556.98839465622,-0.6868625835637598
USDT,Aurora,1340399.9019273676,-89.00396330864169,-0.006639664298415344,12879.950306235114,0.970226495692698,19384.09824361652,1.4673630844962278
USDT,Sei,2212414.595188983,-24210.496721287258,-1.0824566356183285,-86996.52448772453,-3.783426275678621,-619385.7982392139,-21.872509082088985
USDT,Gravity by Galxe,202496.4388579471,-6.3854277696227655,-0.00315325368529843,-134.626656085602,-0.06643929732298563,-379.6482927252946,-0.1871330909706163
USDT,Injective,4318662.759012004,-32329.513723986223,-0.7430377186962178,-9603.070880839601,-0.2218687866747165,-899306.5532629676,-17.234799582807067
USDT,LightLink,2772.839985269384,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Canto,349485.3803894591,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Scroll,4184102.1821570657,0.0,0.0,0.0,0.0,-330.69308651797473,-0.007902936822680529
USDT,Mixin,31941284.06174875,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Stable,25299747.62685496,-601797.0053244568,-2.323401997334165,5542934.612063006,28.055813495390186,3027961.137577299,13.59550182036387
USDT,X Layer,109334916.71768479,237815.72252041101,0.21798537298525644,-4125265.5040860176,-3.63587068459199,-5273689.128542393,-4.601477427984959
USDT,Etherlink,461041.1426438947,200019.11875897914,76.6292115056036,-9962.7550907798,-2.115217122129212,-96746.46324695117,-17.344677835291233
USDT,Gnosis,1162256.2712192154,23971.66963915294,2.1059469315387087,23041.61598937167,2.0225877435471435,162246.52382010967,16.224494235390367
USDT,Nibiru,112.7752554422045,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Conflux,20078534.699717157,-89990.39531520009,-0.4461922470342927,-84756.23513362929,-0.4203492148552709,2697452.6670112796,15.51947492069538
USDT,Omni,80033759.7956741,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Celo,83914751.15795512,0.0,0.0,0.0,0.0,4999684.050562814,6.3355253107229155
USDT,Taiko,35932.93327430167,0.0,0.0,-76.87538736008719,-0.21348457605644935,-3052.523974945834,-7.829904252321559
USDT,Rayls,1.0006965315600813,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Fuse,65407.83948448882,0.0,0.0,0.0,0.0,-54.13214193026215,-0.08269250159342215
USDT,MegaETH,1683315.1639225543,22635.805197754875,1.363044893575147,-41025.47067316063,-2.3791975813861956,-201375.7022101055,-10.684813399840131
USDT,Fantom,82949511.13645081,0.0,0.0,0.0,0.0,0.0,0.0
USDT,Hyperliquid L1,85443421.01168828,-491887.8378470093,-0.5723931692713865,-23375740.262481526,-21.481272221522058,-21971528.73494585,-20.454814517691783
USDT,Zora,9.998966142686665e-07,0.0,0.0,0.0,0.0,0.0,0.0
USDT,OKTChain,8793384.795483248,0.0,0.0,0.0,0.0,0.0,0.0
